Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;67.862
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2022;135.311
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2020;179.071
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2018;160.431
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2016;151.978
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2014;148.053
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2013;163.030
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2012;138.318
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2011;143.770
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2010;143.244
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2009;183.732
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2008;195.047
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2007;247.557
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2006;245.362
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2005;268.906
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2004;284.046
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2003;56.096
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2002;83.811
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2001;70.800
Total Nacional;17 Rioja, La;Volumen de aguas residuales tratadas;2000;52.650
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2022;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2020;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2018;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2016;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2014;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2013;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2012;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2011;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2010;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2009;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2008;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2007;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2006;75
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2005;272
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2004;335
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2003;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2002;134
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2001;0
Total Nacional;17 Rioja, La;Volumen total de agua reutilizada;2000;0
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2022;22.708
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2020;14.870
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2018;13.580
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2016;13.756
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2014;13.262
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2013;13.337
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2012;10.750
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2011;10.721
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2010;11.335
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2009;13.405
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2008;15.536
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2007;19.909
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2006;15.639
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2005;16.701
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2004;16.776
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2003;5.887
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2002;7.899
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2001;7.497
Total Nacional;17 Rioja, La;Importe facturado por alcantarillado y depuración;2000;7.573
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2022;1.040
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2020;1.207
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2018;1.024
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2016;835
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2014;951
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2013;1.082
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;17 Rioja, La;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;5.221
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;5.535
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;8.247
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;6.096
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;5.415
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;5.654
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;7.219
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;5.830
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;17 Rioja, La;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2022;38.027
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2020;42.776
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2018;41.937
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2016;40.858
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2014;45.535
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2013;44.247
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2012;32.792
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2011;20.000
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2010;48.341
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2009;22.192
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2008;22.000
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2007;20.655
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2006;19.314
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2005;23.997
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2004;28.669
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2003;19.000
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2002;20.000
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2001;19.800
Ceuta y Melilla;;Volumen de aguas residuales tratadas;2000;19.000
Ceuta y Melilla;;Volumen total de agua reutilizada;2022;14.466
Ceuta y Melilla;;Volumen total de agua reutilizada;2020;0
Ceuta y Melilla;;Volumen total de agua reutilizada;2018;23
Ceuta y Melilla;;Volumen total de agua reutilizada;2016;0
Ceuta y Melilla;;Volumen total de agua reutilizada;2014;471
Ceuta y Melilla;;Volumen total de agua reutilizada;2013;421
Ceuta y Melilla;;Volumen total de agua reutilizada;2012;268
Ceuta y Melilla;;Volumen total de agua reutilizada;2011;233
Ceuta y Melilla;;Volumen total de agua reutilizada;2010;461
Ceuta y Melilla;;Volumen total de agua reutilizada;2009;111
Ceuta y Melilla;;Volumen total de agua reutilizada;2008;0
Ceuta y Melilla;;Volumen total de agua reutilizada;2007;0
Ceuta y Melilla;;Volumen total de agua reutilizada;2006;522
Ceuta y Melilla;;Volumen total de agua reutilizada;2005;632
Ceuta y Melilla;;Volumen total de agua reutilizada;2004;3.002
Ceuta y Melilla;;Volumen total de agua reutilizada;2003;50
Ceuta y Melilla;;Volumen total de agua reutilizada;2002;200
Ceuta y Melilla;;Volumen total de agua reutilizada;2001;150
Ceuta y Melilla;;Volumen total de agua reutilizada;2000;100
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2022;6.370
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2020;3.865
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2018;4.345
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2016;4.206
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2014;5.073
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2013;5.083
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2012;4.233
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2011;2.575
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2010;3.753
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2009;3.343
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2008;3.181
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2007;2.098
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2006;1.870
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2005;1.829
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2004;1.650
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2003;0
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2002;0
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2001;0
Ceuta y Melilla;;Importe facturado por alcantarillado y depuración;2000;0
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2022;305
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2020;305
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2018;305
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2016;302
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2014;285
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2013;285
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2012;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2011;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2010;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2009;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2008;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2007;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2006;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2005;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2004;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2003;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2002;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2001;..
Ceuta y Melilla;;Longitud de la red de alcantarillado (km);2000;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;20
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;2.131
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;2.800
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;1.634
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;1.959
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;1.894
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;1.050
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;1.400
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Ceuta y Melilla;;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
